"November 6, 2023 at 06:33PM",Readings,humidity,93,2023-11-06T17:33:35.255Z
"November 6, 2023 at 06:33PM",Readings,temperature,25.7999992370605,2023-11-06T17:33:35.255Z
"November 6, 2023 at 06:34PM",Readings,humidity,93.0,2023-11-06T17:34:35.459Z
"November 6, 2023 at 06:34PM",Readings,temperature,25.7999992370605,2023-11-06T17:34:35.459Z
"November 6, 2023 at 06:35PM",Readings,humidity,93.0,2023-11-06T17:35:35.676Z
"November 6, 2023 at 06:35PM",Readings,temperature,25.2999992370605,2023-11-06T17:35:35.676Z
"November 6, 2023 at 06:36PM",Readings,humidity,93.0,2023-11-06T17:36:35.767Z
"November 6, 2023 at 06:36PM",Readings,temperature,25.2999992370605,2023-11-06T17:36:35.767Z
"November 6, 2023 at 06:37PM",Readings,humidity,93.0,2023-11-06T17:37:35.31Z
"November 6, 2023 at 06:37PM",Readings,temperature,25.7999992370605,2023-11-06T17:37:35.31Z
"November 6, 2023 at 06:38PM",Readings,humidity,93.0,2023-11-06T17:38:35.576Z
"November 6, 2023 at 06:38PM",Readings,temperature,25.2999992370605,2023-11-06T17:38:35.576Z
"November 6, 2023 at 06:39PM",Readings,humidity,93.0,2023-11-06T17:39:35.57Z
"November 6, 2023 at 06:39PM",Readings,temperature,25.2999992370605,2023-11-06T17:39:35.57Z
"November 6, 2023 at 06:40PM",Readings,humidity,93.0,2023-11-06T17:40:35.602Z
"November 6, 2023 at 06:40PM",Readings,temperature,25.2999992370605,2023-11-06T17:40:35.602Z
"November 6, 2023 at 06:41PM",Readings,humidity,93.0,2023-11-06T17:41:36.091Z
"November 6, 2023 at 06:41PM",Readings,temperature,25.2999992370605,2023-11-06T17:41:36.091Z
"November 6, 2023 at 06:42PM",Readings,humidity,93.0,2023-11-06T17:42:35.435Z
"November 6, 2023 at 06:42PM",Readings,temperature,25.2999992370605,2023-11-06T17:42:35.435Z
"November 6, 2023 at 06:43PM",Readings,humidity,93.0,2023-11-06T17:43:35.356Z
"November 6, 2023 at 06:43PM",Readings,temperature,25.2999992370605,2023-11-06T17:43:35.356Z
"November 6, 2023 at 06:44PM",Readings,humidity,93.0,2023-11-06T17:44:35.217Z
"November 6, 2023 at 06:44PM",Readings,temperature,25.2999992370605,2023-11-06T17:44:35.217Z
"November 6, 2023 at 06:45PM",Readings,humidity,93.0,2023-11-06T17:45:35.281Z
"November 6, 2023 at 06:45PM",Readings,temperature,25.3999996185302,2023-11-06T17:45:35.281Z
"November 6, 2023 at 06:46PM",Readings,humidity,93.0,2023-11-06T17:46:35.383Z
"November 6, 2023 at 06:46PM",Readings,temperature,25.7999992370605,2023-11-06T17:46:35.383Z
"November 6, 2023 at 06:47PM",Readings,humidity,93.0,2023-11-06T17:47:35.378Z
"November 6, 2023 at 06:47PM",Readings,temperature,25.2999992370605,2023-11-06T17:47:35.378Z
"November 6, 2023 at 06:48PM",Readings,temperature,25.7999992370605,2023-11-06T17:48:35.712Z
"November 6, 2023 at 06:48PM",Readings,humidity,93.0,2023-11-06T17:48:35.712Z
"November 6, 2023 at 06:49PM",Readings,humidity,93.0,2023-11-06T17:49:37.981Z
"November 6, 2023 at 06:49PM",Readings,temperature,25.2999992370605,2023-11-06T17:49:37.981Z
"November 6, 2023 at 06:50PM",Readings,humidity,93.0,2023-11-06T17:50:35.488Z
"November 6, 2023 at 06:50PM",Readings,temperature,25.2999992370605,2023-11-06T17:50:35.488Z
"November 6, 2023 at 06:51PM",Readings,humidity,94.0,2023-11-06T17:51:35.503Z
"November 6, 2023 at 06:51PM",Readings,temperature,25.2999992370605,2023-11-06T17:51:35.503Z
"November 6, 2023 at 06:52PM",Readings,humidity,94.0,2023-11-06T17:52:35.737Z
"November 6, 2023 at 06:52PM",Readings,temperature,25.7999992370605,2023-11-06T17:52:35.737Z
"November 6, 2023 at 06:53PM",Readings,humidity,94.0,2023-11-06T17:53:35.517Z
"November 6, 2023 at 06:53PM",Readings,temperature,25.7999992370605,2023-11-06T17:53:35.517Z
"November 6, 2023 at 06:54PM",Readings,humidity,94.0,2023-11-06T17:54:35.516Z
"November 6, 2023 at 06:54PM",Readings,temperature,25.7999992370605,2023-11-06T17:54:35.516Z
"November 6, 2023 at 06:55PM",Readings,humidity,94.0,2023-11-06T17:55:35.728Z
"November 6, 2023 at 06:55PM",Readings,temperature,25.2999992370605,2023-11-06T17:55:35.728Z
"November 6, 2023 at 06:56PM",Readings,humidity,94.0,2023-11-06T17:56:35.54Z
"November 6, 2023 at 06:56PM",Readings,temperature,25.2999992370605,2023-11-06T17:56:35.54Z
"November 6, 2023 at 06:57PM",Readings,humidity,94.0,2023-11-06T17:57:35.54Z
"November 6, 2023 at 06:57PM",Readings,temperature,25.2999992370605,2023-11-06T17:57:35.54Z
"November 6, 2023 at 06:58PM",Readings,humidity,94.0,2023-11-06T17:58:35.544Z
"November 6, 2023 at 06:58PM",Readings,temperature,25.2999992370605,2023-11-06T17:58:35.544Z
"November 6, 2023 at 06:59PM",Readings,humidity,94.0,2023-11-06T17:59:36.026Z
"November 6, 2023 at 06:59PM",Readings,temperature,25.2999992370605,2023-11-06T17:59:36.026Z
"November 6, 2023 at 07:00PM",Readings,humidity,94.0,2023-11-06T18:00:35.554Z
"November 6, 2023 at 07:00PM",Readings,temperature,25.2999992370605,2023-11-06T18:00:35.554Z
"November 6, 2023 at 07:01PM",Readings,humidity,94.0,2023-11-06T18:01:35.668Z
"November 6, 2023 at 07:01PM",Readings,temperature,25.2999992370605,2023-11-06T18:01:35.668Z
"November 6, 2023 at 07:02PM",Readings,humidity,94.0,2023-11-06T18:02:35.903Z
"November 6, 2023 at 07:02PM",Readings,temperature,25.2999992370605,2023-11-06T18:02:35.903Z
"November 6, 2023 at 07:03PM",Readings,humidity,94.0,2023-11-06T18:03:35.696Z
"November 6, 2023 at 07:03PM",Readings,temperature,25.2999992370605,2023-11-06T18:03:35.696Z
"November 6, 2023 at 07:04PM",Readings,humidity,94.0,2023-11-06T18:04:35.685Z
"November 6, 2023 at 07:04PM",Readings,temperature,24.7999992370605,2023-11-06T18:04:35.685Z
