"October 23, 2023 at 08:09PM",Readings,temperature,26.7000007629394,2023-10-23T19:09:50.496Z
"October 23, 2023 at 08:10PM",Readings,humidity,93.0,2023-10-23T19:10:50.298Z
"October 23, 2023 at 08:10PM",Readings,temperature,26.2000007629394,2023-10-23T19:10:50.298Z
"October 23, 2023 at 08:11PM",Readings,humidity,93.0,2023-10-23T19:11:50.322Z
"October 23, 2023 at 08:11PM",Readings,temperature,26.7000007629394,2023-10-23T19:11:50.322Z
"October 23, 2023 at 08:12PM",Readings,humidity,93.0,2023-10-23T19:12:50.420Z
"October 23, 2023 at 08:12PM",Readings,temperature,26.2000007629394,2023-10-23T19:12:50.420Z
"October 23, 2023 at 08:13PM",Readings,humidity,93.0,2023-10-23T19:13:50.415Z
"October 23, 2023 at 08:13PM",Readings,temperature,26.2000007629394,2023-10-23T19:13:50.415Z
"October 23, 2023 at 08:14PM",Readings,humidity,93.0,2023-10-23T19:14:50.864Z
"October 23, 2023 at 08:14PM",Readings,temperature,26.2000007629394,2023-10-23T19:14:50.864Z
"October 23, 2023 at 08:15PM",Readings,humidity,93.0,2023-10-23T19:15:50.553Z
"October 23, 2023 at 08:15PM",Readings,temperature,26.2000007629394,2023-10-23T19:15:50.553Z
"October 23, 2023 at 08:18PM",Readings,humidity,93.0,2023-10-23T19:18:02.033Z
"October 23, 2023 at 08:18PM",Readings,temperature,26.2000007629394,2023-10-23T19:18:02.033Z
"October 23, 2023 at 08:18PM",Readings,humidity,93.0,2023-10-23T19:18:50.550Z
"October 23, 2023 at 08:18PM",Readings,temperature,26.2000007629394,2023-10-23T19:18:50.550Z
"October 23, 2023 at 08:19PM",Readings,humidity,93.0,2023-10-23T19:19:50.461Z
"October 23, 2023 at 08:19PM",Readings,temperature,26.2000007629394,2023-10-23T19:19:50.461Z
"October 23, 2023 at 08:20PM",Readings,humidity,93.0,2023-10-23T19:20:58.268Z
"October 23, 2023 at 08:20PM",Readings,temperature,26.2000007629394,2023-10-23T19:20:58.268Z
"October 23, 2023 at 08:21PM",Readings,temperature,26.2000007629394,2023-10-23T19:20:58.880Z
"October 23, 2023 at 08:21PM",Readings,humidity,93.0,2023-10-23T19:20:58.880Z
"October 23, 2023 at 08:22PM",Readings,humidity,93.0,2023-10-23T19:21:58.995Z
"October 23, 2023 at 08:22PM",Readings,temperature,26.2000007629394,2023-10-23T19:21:58.995Z
"October 23, 2023 at 08:24PM",Readings,humidity,93.0,2023-10-23T19:24:41.062Z
"October 23, 2023 at 08:24PM",Readings,temperature,26.2000007629394,2023-10-23T19:24:41.062Z
"October 23, 2023 at 08:24PM",Readings,temperature,26.2000007629394,2023-10-23T19:24:41.759Z
"October 23, 2023 at 08:24PM",Readings,humidity,93.0,2023-10-23T19:24:41.759Z
"October 23, 2023 at 08:25PM",Readings,humidity,93.0,2023-10-23T19:25:42.436Z
"October 23, 2023 at 08:25PM",Readings,temperature,26.2000007629394,2023-10-23T19:25:42.436Z
"October 23, 2023 at 08:26PM",Readings,humidity,93.0,2023-10-23T19:26:42.200Z
"October 23, 2023 at 08:26PM",Readings,temperature,26.2000007629394,2023-10-23T19:26:42.200Z
"October 23, 2023 at 08:28PM",Readings,humidity,93.0,2023-10-23T19:28:52.275Z
"October 23, 2023 at 08:28PM",Readings,temperature,26.7000007629394,2023-10-23T19:28:52.275Z
"October 23, 2023 at 08:29PM",Readings,humidity,93.0,2023-10-23T19:29:51.453Z
"October 23, 2023 at 08:29PM",Readings,temperature,26.7000007629394,2023-10-23T19:29:51.453Z
"October 23, 2023 at 08:30PM",Readings,humidity,93.0,2023-10-23T19:30:51.048Z
"October 23, 2023 at 08:30PM",Readings,temperature,26.7000007629394,2023-10-23T19:30:51.048Z
"October 23, 2023 at 08:31PM",Readings,humidity,93.0,2023-10-23T19:31:55.285Z
"October 23, 2023 at 08:31PM",Readings,temperature,26.7000007629394,2023-10-23T19:31:55.285Z
"October 23, 2023 at 08:32PM",Readings,humidity,93.0,2023-10-23T19:32:55.977Z
"October 23, 2023 at 08:33PM",Readings,temperature,26.7000007629394,2023-10-23T19:32:55.977Z
"October 23, 2023 at 08:33PM",Readings,humidity,93.0,2023-10-23T19:32:55.977Z
"October 23, 2023 at 08:33PM",Readings,temperature,26.7000007629394,2023-10-23T19:32:55.977Z
"October 23, 2023 at 08:33PM",Readings,humidity,93.0,2023-10-23T19:33:50.958Z
